Year,County,Municipality,DEC ID,Facility Name,SIC Code,VOC (tons),NOx (tons),CO (tons),CO2 (tons),Particulates (tons),PM10 (tons),PM2.5 (tons),HAPS (tons),SO2 (tons),Location
2018,CHAUTAUQUA,CLYMER,9064200016,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 224,4922,2.34,13.37,25.93,5519.98,0.5,0.5,0,0,0.03,POINT (-79.62799 42.02083)
2022,WAYNE,LYONS,8542800006,SILGAN CONTAINERS CORP - LYONS PLANT,3411,5.62,0.85,0.44,1043.09,0.07,0.03,0.04,0.83,0.01,POINT (-76.99217 43.06049)
2012,ALBANY,COHOES,4010300016,NORLITE LLC,3241,4.15,80.76,25.5,50482.05,130.53,53.73,10.9,5.98,126.74,POINT (-73.70009 42.77465)
2012,JEFFERSON,RODMAN,6225200007,SOLID WASTE MANAGEMENT FACILITY,4953,6.2,0.31,1.71,8085.89,0.08,0.08,0,0.64,0.94,POINT (-75.94078 43.85022)
2015,ERIE,TONAWANDA,9146400132,SUNOCO TONAWANDA TERMINAL,4226,35.22,0.19,0.46,0,0,0,0,0,0,POINT (-78.88617 43.01888)
2013,ALBANY,BETHLEHEM,4012200044,BETHLEHEM ENERGY CENTER,4911,22.66,114.16,21.42,1658767.3,59.76,47.61,47.4,0,8.39,POINT (-73.83926 42.61989)
2011,WARREN,GLENS FALLS,5520500005,FINCH PAPER LLC,2611,113.22,1828.69,1557.29,115620,1858.76,1771.48,130.68,3.75,309.55,POINT (-73.64376 43.31122)
2017,ORANGE,NEW WINDSOR,3334800111,GLOBAL COMPANIES LLC - NEWBURGH TERMINAL,5171,65.6,0.01,0,11.2,0,0,0,0,0,POINT (-74.02274 41.47742)
2013,STEUBEN,BATH,8462400159,SREC BATH LFGTE FACILITY,4911,8.39,29.95,99.76,9369.36,1.86,0,0,0.95,0.94,POINT (-77.31785 42.33799)
2018,NASSAU,FREEPORT,1282000357,FREEPORT POWER PLANT #1,4911,0.06,1.31,0.64,409.4,0.05,0,0.03,0,0,POINT (-73.58749 40.65931)
2021,DUTCHESS,HOPEWELL JUNCTION,3132800025,GLOBALFOUNDRIES EAST FISHKILL FACILITY,3674,22.1,25.91,41.24,55657.36,9.52,3.52,0.07,5.92,5.11,POINT (-73.80744 41.57661)
2021,NASSAU,WANTAGH,1282000653,CEDAR CREEK WPCP,4952,11.89,139.8,135.55,27389.89,5.14,2.27,2.88,0.02,8.61,POINT (-73.50984 40.67585)
2017,KINGS,BROOKLYN,2610100381,COGEN CORP-111 LIVINGSTON ST,6512,4.01,60.33,14.12,6993.31,3.66,0.29,3.36,0,3.27,POINT (-73.99036 40.69245)
2010,WARREN,GLENS FALLS,5520500013,LEHIGH NORTHEAST CEMENT COMPANY,3241,3.45,904.04,190.7,135005.63,152.74,152.74,68.29,0,78.58,POINT (-73.64376 43.31122)
2021,NEW YORK,NEW YORK,2620600012,CON ED-EAST RIVER GENERATING STATION,4911,113.28,849.24,504.48,2277594.67,126.11,1.46,124.39,24.56,15.64,POINT (-74.00712 40.71453)
2012,QUEENS,QUEENS (6307),2630700006,EPIC PHARMA LLC,2834,3.13,0.49,0.41,357.3,0.13,0.12,0.02,0,0,POINT (-73.82999 40.714)
2020,MONROE,WEST HENRIETTA,8263200225,HAMMER PACKAGING CORP,2752,66.86,0.09,0.08,93.15,2.34,2.33,0.01,0,0,POINT (-77.66269 43.04036)
2018,ROCKLAND,WEST HAVERSTRAW,3392200003,BOWLINE GENERATING STATION,4911,9.4,330.29,136,336569.68,28.72,0,17.23,0,105.43,POINT (-73.974 41.20391)
2014,ONEIDA,UTICA,6301600048,ONEIDA CO WATER POLLUTION CONTROL PLANT,4952,19.13,20.3,2.52,6331.68,0.59,0.43,0.16,0,2.92,POINT (-75.24258 43.09589)
2015,ALBANY,ALBANY,4010100426,ALBANY LANDFILL GAS TO ENERGY FACILITY,4911,4.01,19.57,126.64,19384.61,0,0,0,0,21.15,POINT (-73.75521 42.65155)
2021,ALBANY,SELKIRK,4012200078,SELKIRK COGENERATION PROJECT,4911,16.77,148.91,160.19,194969.09,22.81,9.25,10.12,2.7,0.98,POINT (-73.79876 42.53269)
2021,NIAGARA,NIAGARA FALLS,9291100119,ALLIED WASTE NIAGARA FALLS LANDFILL,4953,0,0,0,0,0,0,0,0,0,POINT (-79.05551 43.096)
2020,OSWEGO,SCRIBA,7355600040,INDEPENDENCE STATION,4931,6.05,267.1,399.36,1769996,32.61,0,28.86,0,8.91,POINT (-76.42047 43.4658)
2013,CLINTON,PLATTSBURGH,5094200106,SARANAC POWER PARTNERS COGENERATION FAC,4911,17.47,99.16,4.08,288495.09,32.44,32.44,32.44,0,7.94,POINT (-73.45303 44.69913)
2020,ERIE,SPRINGVILLE,9143800044,CONCORD COMPRESSOR STATION,4922,17.54,33.22,92.47,34117.21,12.74,0,12.73,0,1.05,POINT (-78.66726 42.50866)
2015,SUFFOLK,ISLIP,1472800185,MACARTHUR RESOURCE RECOVERY FACILITY,4953,4.26,167.31,85.53,53614.05,2.22,0,0.06,3,11.51,POINT (-73.218 40.72817)
2016,STEUBEN,PAINTED POST,8464200009,ERWIN MANUFACTURING COMPLEX,3299,25.89,7.67,28.97,11243.66,30.21,0,29.58,0.4,0.09,POINT (-77.09055 42.16034)
2016,BROOME,ENDICOTT,7034600032,i3 Electronics Huron Campus Industrial Waste Treatment Plant,3672,6.64,0.36,0.4,1.72,1.74,0.16,0,0.95,0,POINT (-76.04571 42.09971)
2013,ERIE,NEWSTEAD,9145600142,WHITING DOOR MANUFACTURING CORP,3714,20.83,3.6,4.11,2098.15,0.94,0.06,0.06,0,0.01,POINT (-78.51674 43.01037)
2010,CLINTON,SCHUYLER FALLS,5094600049,CLINTON COUNTY REGIONAL LANDFILL,4953,6.42,40.47,202.81,29279.2,10.5,10.5,0,2.36,3.84,POINT (-73.55971 44.6313)
2010,SUFFOLK,BABYLON,1472001919,LAWRENCE RIPAK FACILITY,8734,1.94,1.18,0.24,1417.51,0.07,0.07,0,7.74,0.01,POINT (-73.32601 40.69573)
2013,NASSAU,HEMPSTEAD,1282001085,CARBO INDUSTRIES PROPERTY,5171,37.61,0,0,0,0,0,0,0,0,POINT (-73.62194 40.7101)
2017,NASSAU,EAST ROCKAWAY,1282000652,BAY PARK SEWAGE TREATMENT PLANT,4952,33.44,172.79,48.49,34164.1,5.29,1.49,3.8,0,3.01,POINT (-73.6648 40.64667)
2018,BRONX,BRONX,2600700724,HELL GATE,4911,0.25,2.79,1.89,25816.7,1.44,0,1.43,0,0.24,POINT (-73.92309 40.826)
2020,SUFFOLK,SHOREHAM,1472200108,WADING RIVER GT FACILITY,4911,0.27,71.54,6.14,42346.85,3.69,0.35,2.04,0,0.34,POINT (-72.90943 40.96172)
2020,YATES,DRESDEN,8573600004,GREENIDGE STATION,4911,23.78,49.48,145.93,228440.43,13.3,0,13.22,0,1.31,POINT (-76.9555 42.68081)
2013,NASSAU,OYSTER BAY,1282402146,GLENWOOD LANDING ENERGY CENTER,4911,1.51,8.55,42.92,85535.29,1.87,1.87,0,0,0.45,POINT (-73.53412 40.87239)
2011,SUFFOLK,BABYLON,1472000355,BERGEN POINT WWTP,4952,6.58,28.09,7.36,3480.93,1.99,1.99,1.99,0,1.72,POINT (-73.32601 40.69573)
2017,NIAGARA,BARKER,9293800003,SOMERSET OPERATING COMPANY LLC,4911,4.14,289.55,65.52,385732.1,34.26,1.05,0.09,0.85,922.76,POINT (-75.95296 42.31881)
2020,SARATOGA,CORINTH,5412600028,INDECK-CORINTH ENERGY CENTER,4911,11.09,42.52,17.76,187099.56,1.33,0,1.33,0,0.95,POINT (-73.83128 43.24434)
2010,ALLEGANY,HUME,9025800018,ALLEGANY GENERATING STATION,4911,0.47,6.33,6.47,24596.95,1.41,1.41,1.41,0,0.14,POINT (-78.13663 42.47282)
2017,ALBANY,COHOES,4010300016,NORLITE LLC,3295,4.72,78.83,26.25,70684.33,80.91,0,10.04,5.43,60.43,POINT (-73.70009 42.77465)
2010,ORANGE,WALLKILL,3335200145,REVERE SMELTING & REFINING CORP,3341,0.23,5.91,2.24,18933.4,0.21,0.21,0.21,0,0.1,POINT (-74.36893 41.46396)
2019,STEUBEN,BATH,8462400031,NEW BATH LANDFILL,4953,0.82,4,21.1,16271.23,0,0.96,0.01,0.54,2.87,POINT (-77.31785 42.33799)
2015,ONONDAGA,DEWITT,7312600016,BRISTOL-MYERS SQUIBB COMPANY,2834,0.85,10.59,12.31,17583,1.11,0,1.11,0,0.09,POINT (-76.06548 43.03507)
2011,SUFFOLK,BROOKHAVEN,1472202441,NISSEQUOGUE COGEN PARTNERS PLANT,4911,17.07,119.16,140.63,176467.12,10.08,10.08,10.08,0,0.79,POINT (-72.91224 40.7737)
2010,SENECA,SENECA FALLS,8453200075,SENECA ENERGY LFGTE FACILITY,4911,35.8,35.31,440.44,84751.88,22.25,22.25,0,0,35.51,POINT (-76.80882 42.91054)
2019,MONROE,ROCHESTER,8261400117,AMERICAN PACKAGING CORP,2671,86.45,2.49,2.09,2986.34,0,0.11,2.81,0,0.02,POINT (-77.61632 43.1558)
2020,STEUBEN,PAINTED POST,8464200108,CORNING DIESEL MANUFACTURING FACILITY,3299,24.92,115.37,220.81,121611.65,19.98,3.82,16.12,3.81,0.57,POINT (-77.09055 42.16034)
2018,SUFFOLK,HUNTINGTON STATION,1472600009,AMERICAN TECHNICAL CERAMICS,3675,13.07,0.31,0.06,325.43,0.07,0.03,0.03,0,0,POINT (-73.3951 40.83655)
2010,LIVINGSTON,YORK,8245200006,ARKEMA INC,2869,62.98,0.05,0.04,2500.6,0,0,0,0,0,POINT (-77.88091 42.88047)
2011,RENSSELAER,RENSSELAER,4381400052,EMPIRE POWER PLANT,4911,1.55,87.2,6.34,1621961.84,96.13,96.13,96.13,0,8.2,POINT (-73.74127 42.64472)
2022,ONONDAGA,BALDWINSVILLE,7313600002,ANHEUSER BUSCH BALDWINSVILLE BREWERY,2082,87.42,39.09,23.67,27576.89,4.28,2.5,1.77,0.29,32.98,POINT (-76.33276 43.15867)
2017,CAYUGA,AUBURN,7055200004,OWENS-BROCKWAY GLASS CONTAINER INC,3221,27.34,332.49,28.33,9676.26,67.19,66.58,0.61,0.23,145.47,POINT (-76.56591 42.92936)
2012,RICHMOND,STATEN ISLAND (6402),2640200295,POUCH TERMINAL,4911,1.11,5.4,4.51,57732.2,4.55,4.55,3.45,0,0.32,POINT (-74.07527 40.64242)
2011,ERIE,CHEEKTOWAGA,9143000213,QG PRINTING CORP,2754,10.33,2.6,2.19,3121.8,0.2,0.2,0.2,0,0.02,POINT (-78.73428 42.90402)
2016,ERIE,TONAWANDA,9146400153,INDECK-YERKES ENERGY SERVICES,4911,5.39,86.63,8.88,81781.57,12.17,0,12.15,0,0.77,POINT (-78.88617 43.01888)
2013,NASSAU,OYSTER BAY,1282400455,GLOBAL COMPANIES - COMMANDER TERMINAL,5171,1.81,0.05,0.01,52.55,0.01,0.01,0,0,0.12,POINT (-73.53412 40.87239)
2022,ST. LAWRENCE,MASSENA,6405800003,Arconic US LLC,3354,11.95,7.1,5.96,8312.68,1.44,1.44,0,0.61,0.04,POINT (-74.89298 44.93182)
2020,SUFFOLK,EDGEWOOD,1472804190,AMCOR FLEXIBLES NORTH AMERICA INC,2671,37.98,5,4.2,5854,0.38,0.38,0,0,0.03,POINT (-74.21237 42.14037)
2018,ERIE,TONAWANDA,9146400164,3M TONAWANDA,2821,0.54,12.19,8.67,14477,5.99,0.01,0.92,4.52,50.25,POINT (-78.88617 43.01888)
2013,MONROE,"PERINTON, MACEDON",8990800162,HIGH ACRES LANDFILL & RECYCLING CENTER,4953,77.97,106.53,379.5,212827.99,33.77,22.51,11.26,4.18,33.71,POINT (-77.43209 43.08689)
2022,ONONDAGA,MANLIUS,7313800015,L & J G STICKLEY INC,2511,38.79,0.75,6.8,0,4.16,1.93,1.61,1.78,0.04,POINT (-75.9804 43.00234)
2014,NEW YORK,MANHATTAN (6202),2620200007,NORTH RIVER WASTEWATER TREATMENT PLANT,4952,4.7,267.21,105.29,37385.18,8.27,1.73,6.53,0.59,10.33,POINT (-74.00601 40.7145)
2021,ALBANY,GLENMONT,4012200052,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,5171,29.44,0.09,0.04,89.95,0.01,0.01,0,1.23,0,POINT (-73.77026 42.60476)
2022,NEW YORK,NEW YORK,2620400118,ROCKEFELLER UNIVERSITY,6512,2.86,22.88,16.12,24035.63,2.02,0.23,1.63,0.83,0.33,POINT (-74.00712 40.71453)
2020,BRONX,BRONX,2600700726,HARLEM RIVER YARDS PLANT,4911,3.99,3.73,3.19,36514.66,1.47,0,1.47,0,0.21,POINT (-73.92309 40.826)
2011,LEWIS,LYONSDALE,6233800012,LYONSDALE BIOMASS LLC,4911,12.66,139.24,143.17,2.52,5.59,4.33,4.31,0.82,9.13,POINT (-75.30909 43.61885)
2011,ALBANY,ALBANY,4010100070,BUCKEYE ALBANY TERMINAL LLC,4226,41.14,6.85,5.75,8214,0.52,0.52,0.52,0,0.04,POINT (-73.75521 42.65155)
2015,NEW YORK,MANHATTAN (6202),2620200032,CON ED-59TH ST STATION,4961,9.96,283.47,166.74,261060.85,21.03,6.01,14.5,0,58.74,POINT (-74.00601 40.7145)
2011,MONROE,ROCHESTER,8261400205,EASTMAN BUSINESS PARK,3861,215.4,2592.77,135.04,1196756.7,189.66,187.96,126.16,256.03,4291.94,POINT (-77.61632 43.1558)
2010,WESTCHESTER,MT. VERNON,3550800088,SPRAYLAT CORP,2851,2.3,0,0,604.36,0.78,0.01,0,0,0,POINT (-73.83827 40.91245)
2021,CHAUTAUQUA,DUNKIRK,9060300021,DUNKIRK STEAM GENERATING STATION,4911,0,0,0,0,0,0,0,0,0,POINT (-79.33578 42.48724)
2014,GREENE,CATSKILL,4192600001,LEHIGH NORTHEAST CEMENT CO - CEMENTON TERMINAL,3241,0.02,0.47,0.12,12687.9,195.91,108.36,87.35,0,0.66,POINT (-73.86422 42.21773)
2011,ERIE,BUFFALO,9140200154,BIRD ISLAND STP,4952,11.39,69.85,55.93,16914.42,4.55,4.54,1.07,0.02,3.69,POINT (-78.87846 42.88545)
2017,PUTNAM,BREWSTER,3373000060,ALGONQUIN GAS SOUTHEAST COMPRESSOR STATION,4922,24.62,30.5,40.74,121951.39,6.84,0,6.84,0,3.52,POINT (-73.61613 41.39451)
2017,ONONDAGA,SYRACUSE,7313200009,CHEMTRADE SOLUTIONS SYRACUSE,2812,0.39,50.98,7.66,17634.96,6.21,5.54,0.67,0,0.06,POINT (-76.14738 43.05042)
2014,QUEENS,QUEENS (6307),2630700273,ROCHDALE VILLAGE,6514,4.37,194.35,58.3,83291.82,5.28,0,5.24,0,0.42,POINT (-73.82999 40.714)
2013,KINGS,BROOKLYN (6105),2610500263,STARRETT CITY POWER PLANT,6514,6.12,205.85,61.52,89121.01,11.72,5.64,5.59,0,1.65,POINT (-73.99036 40.69245)
2012,KINGS,BROOKLYN (6102),2610200116,GOWANUS GENERATING STATION,4911,0.93,166.64,28.45,49603.7,6.23,6.09,4.14,0,1.33,POINT (-73.99036 40.69245)
2016,OSWEGO,OSWEGO,7355600001,NOVELIS CORPORATION,3353,45.04,168.36,141.42,202884.61,123.22,79.1,0.08,34.54,1.01,POINT (-76.51119 43.45646)
2017,SUFFOLK,SOUTH YAPHANK,1472204426,CAITHNESS LONG ISLAND ENERGY CENTER,4911,8.04,57.58,7.51,914433.82,13.16,0,13.16,0,4.95,POINT (-72.93457 40.84232)
2017,ALBANY,ALBANY,4010100122,NYS OGS SHERIDAN STEAM PLANT,4961,3.01,64.19,57.36,81420,5.29,0.03,5.24,0,2.22,POINT (-73.75521 42.65155)
2019,ROCKLAND,STONY POINT,3392800001,ALGONQUIN GAS: STONY POINT COMPRESSOR STA,4922,14.28,20.68,37.98,73115.15,0,0,3.49,0,2.11,POINT (-74.00764 41.23448)
2013,CHEMUNG,CHEMUNG,8072800004,CHEMUNG COUNTY LANDFILL,9511,9.04,4.55,24.72,18269.91,1.14,0,0,0,1.21,POINT (-76.62353 42.00831)
2017,RENSSELAER,HOOSICK FALLS,4382800031,SAINT GOBAIN PERFORMANCE PLASTICS,2295,3.27,4.92,0.55,257.5,0.79,0.75,0.04,0,0.22,POINT (-73.34957 42.90196)
2017,SULLIVAN,MONTICELLO,3484600079,SULLIVAN COUNTY LANDFILL,4953,9.91,4.73,23.53,18528.94,1,1,0.01,0.64,25.15,POINT (-74.68476 41.65447)
2019,KINGS,BROOKLYN,2610500301,KINGS PLAZA ENERGY LLC,4931,17.88,26.33,12.18,12997.16,0,0.1,1.08,0,0.09,POINT (-73.99036 40.69245)
2012,QUEENS,QUEENS (6304),2630400268,SIMSMETAL EAST LLC-QUEENS PLANT,5093,3.1,37.15,8.18,1389.9,2.67,2.67,2.67,0,2.5,POINT (-73.82999 40.714)
2013,BRONX,BRONX (6002),2600200055,NORTH CENTRAL BRONX HOSPITAL,8062,0.43,5.71,4.38,6271.75,0.41,0.41,0.39,0,0.38,POINT (-73.92309 40.826)
2013,CHAUTAUQUA,BUSTI,9062200003,CUMMINS INC - JAMESTOWN ENGINE PLANT,3519,34.38,104.59,16.49,12681.36,2.99,1.07,0.17,0.02,0.54,POINT (-79.28338 42.03811)
2011,SUFFOLK,BABYLON,1472001046,WEST BABYLON GT FACILITY,4911,0.02,17.15,0.09,4474.14,1.33,1.18,0.31,0,5.99,POINT (-73.32601 40.69573)
2010,BROOME,"NANTICOKE, BARKER",7039900011,BROOME COUNTY LFG RECOVERY FACILITY,4911,0,46.68,76.31,15974.03,0,0,0,0,0,POINT (-76.05409 42.2748)
2012,SUFFOLK,BROOKHAVEN,1472200574,"HOLTSVILLE TERMINAL, NORTHVILLE IND CORP",5171,41.73,0.01,1.49,195.44,0,0,0,0,0,POINT (-72.91224 40.7737)
2022,MONROE,BERGEN,8264800014,MILL SEAT LANDFILL,4953,4.88,100.19,196.74,144775.1,8.07,0,0.98,6.21,6.42,POINT (-77.94359 43.08145)
2011,QUEENS,QUEENS (6301),2630100006,CON ED - ASTORIA FACILITY,4932,5.56,2.47,9.92,3268.4,0.37,0.36,0.15,0,0.02,POINT (-73.82999 40.714)
2016,BRONX,BRONX,2600700259,NYC-DOC - RIKERS ISLAND,9223,2.5,43.85,55.21,79529.61,3.46,0.46,2.99,0,0.61,POINT (-73.92309 40.826)
2015,QUEENS,QUEENS (6306),2630600067,ST JOHNS UNIVERSITY,8221,0.51,11.85,9.17,13786.53,0.89,0,0.88,0,1.5,POINT (-73.82999 40.714)
2010,SARATOGA,CORINTH,5412600028,INDECK-CORINTH ENERGY CENTER,4911,0.83,67.28,20.96,289082.13,2.16,2.16,0,0,1.45,POINT (-73.83128 43.24434)
2014,ROCKLAND,RAMAPO,3392600041,GOOD SAMARITAN HOSPITAL,8062,0.23,5.1,3.81,5194.88,0.43,0.03,0.39,0,0.74,POINT (-74.16848 41.14121)
2019,ROCKLAND,PEARL RIVER,3392400025,PEARL RIVER CAMPUS LLC,6512,4.79,106.69,34.21,101824.02,0,0.05,3.05,0,0.73,POINT (-74.0243 41.05985)
2012,ONTARIO,HOPEWELL,8323400013,TGP COMPRESSOR STATION 237,4922,33.47,86.75,65.16,17499.25,9.58,9.58,9.58,0,0.1,POINT (-77.18348 42.89595)
2019,BRONX,BRONX,2600500133,ALBERT EINSTEIN COLLEGE OF MEDICINE,8221,1.87,25.59,36.3,54135.82,0.02,3.59,0,0,0.31,POINT (-73.92309 40.826)
2013,CHAUTAUQUA,FRENCH CREEK,9064200016,TENNESSEE GAS PIPELINE CO COMPRESSOR STATION 224,4922,27.14,25.95,38.54,11794.64,1.39,1.39,1.39,0,1.55,POINT (-79.71655 42.06855)
2011,SUFFOLK,RIVERHEAD,1473000023,UNITED RIVERHEAD TERMINAL,5171,21.07,37.18,4.11,15083.93,5.93,5.93,0.23,0,44.24,POINT (-72.66016 40.95036)
2012,WESTCHESTER,YONKERS,3551800214,AMERICAN SUGAR REFINING INC,2062,2.5,194.53,59.64,82231.22,53.58,5.07,5.05,0,2.24,POINT (-73.89874 40.93299)
2014,SUFFOLK,BROOKHAVEN,1472200105,HOLTSVILLE GT & LNG FACILITIES,4911,0.17,149.81,1.51,42028.99,6.18,5.5,0.67,0,0.31,POINT (-72.91224 40.7737)
2015,ORANGE,MIDDLETOWN,3330900064,GENPAK LLC MIDDLETOWN MAIN PLANT,3089,54.35,2.48,0.5,2992.99,0.24,0,0,0,0.02,POINT (-74.42261 41.44584)
2010,WESTCHESTER,MOUNT PLEASANT,3553400189,VALHALLA CAMPUS (GRASSLANDS),9199,1.32,25.32,19.33,26573.63,2,1.99,1.79,0,36.49,POINT (-73.86152 41.16287)
2019,ORANGE,MIDDLETOWN,3335200039,BALL METAL BEVERAGE CONTAINER CORP,3411,43.96,8.3,6.75,9582.03,0,0.97,0,0,0.05,POINT (-74.42261 41.44584)
2016,NEW YORK,NEW YORK,2620200032,CON ED-59TH ST STATION,4961,25.32,239.02,174.61,253012.07,18.5,2.46,15.93,0,19.77,POINT (-74.00712 40.71453)
2019,OSWEGO,OSWEGO,7351200005,INDECK-OSWEGO ENERGY CENTER,4911,0.27,14,1.86,13840.3,0,0,0.85,0,0.07,POINT (-76.51119 43.45646)
2018,WESTCHESTER,YORKTOWN HEIGHTS,3555400036,THOMAS J WATSON RESEARCH CENTER,3571,0.52,21.45,2.52,11535.35,1.92,0.21,0.45,0,9.83,POINT (-73.78311 41.26851)
2011,SCHENECTADY,ROTTERDAM,4422800076,VON ROLL USA INC,2295,71.44,3.7,2.88,4478.88,0.67,0.03,0,0,0.04,POINT (-73.97096 42.78702)
2014,SUFFOLK,HUNTINGTON,1472600790,HUNTINGTON RESOURCE RECOVERY FACILITY,4953,0.58,360.24,35.88,158401.56,2.24,2.11,0,4.71,8.07,POINT (-73.42913 40.8722)
2010,ONTARIO,SENECA,8324400040,ONTARIO COUNTY LFG TO ENERGY FACILITY,4911,11.88,33.1,130.65,29183.95,7.72,7.72,0,0,11.8,POINT (-77.05335 42.80424)
2014,ALBANY,COLONIE,4012600033,TOWN OF COLONIE LANDFILL FACILITY,4953,12.86,2.35,12.53,3932.31,0.84,0.83,0.01,0.43,29.94,POINT (-73.83711 42.72132)
2014,NEW YORK,MANHATTAN (6204),2620400127,COLER-GOLDWATER MEMORIAL HOSPITAL,8062,0.77,39.98,3.77,17672.59,0.45,0.08,0.18,0,32.47,POINT (-74.00601 40.7145)
2016,ERIE,AMHERST,9142200093,INTERNATIONAL IMAGING,3955,25.14,6.53,1.7,6019,0.05,0.01,0.04,0,0.03,POINT (-78.79976 42.97839)
2011,NEW YORK,MANHATTAN (6204),2620400127,COLER-GOLDWATER MEMORIAL HOSPITAL,8062,1.26,62.32,5.86,133621.82,6.37,6.37,2.55,0,49.08,POINT (-74.00601 40.7145)
2013,NIAGARA,NIAGARA FALLS,9291100160,WASHINGTON MILLS ELECTRO MINERALS,3291,0.08,3.53,1.29,1836.45,0.15,0,0,0,0.01,POINT (-79.05551 43.096)
2016,SARATOGA,MECHANICVILLE,5413800014,SARATOGA CO SEWER DIST #1,4952,1.6,4.4,1.19,359.26,0.29,0,0,0.32,0.64,POINT (-73.68506 42.90448)
2022,CATTARAUGUS,OLEAN,9041200042,INDECK OLEAN ENERGY CENTER,4911,0.52,17.4,3.25,55093.99,1.86,0,1.86,0.46,0.26,POINT (-78.42814 42.07761)
2020,RENSSELAER,RENSSELAER,4381400005,SPRAGUE OPERATING RESOURCES LLC,5171,8.11,0.16,0.17,205.94,0.02,0,0.02,0,0,POINT (-73.74127 42.64472)
2022,TOMPKINS,LANSING,7503200019,"CAYUGA OPERATING COMPANY, LLC",4911,0,0,0,0,0,0,0,0,0,POINT (-76.48795 42.48713)
2015,ORANGE,NEW WINDSOR,3334800087,GLOBAL COMPANIES - NORTH TERMINAL,5171,24.91,0.02,0.01,16.54,0,0,0,0,0,POINT (-74.02274 41.47742)
2020,WAYNE,FAIRPORT,8990800162,HIGH ACRES LANDFILL & RECYCLING CENTER,4953,37.42,113.18,357.26,203844.2,10.56,0,10.56,3.89,112.54,POINT (-77.44194 43.10097)
2015,ONONDAGA,GEDDES,7313200055,WESTROCK-SOLVAY LLC,2631,6.47,16.8,70.27,178576.44,10.69,0,10.63,0,0.92,POINT (-76.23995 43.08983)
2019,NIAGARA,YOUNGSTOWN,9292400110,MODEL CITY ENERGY FACILITY,4911,7.37,48.48,258.13,48085.8,0,0,5.08,3.59,17.4,POINT (-79.04796 43.2504)
2013,ONTARIO,GENEVA,8320500041,GUARDIAN GENEVA FLOAT GLASS FACILITY,3211,51.15,836.58,51.95,83.59,147.43,146.84,71.56,0,200.31,POINT (-76.98218 42.86642)
2014,CLINTON,CHAMPLAIN,5092800017,WYETH PHARMACEUTICALS,2833,4.82,47.44,18.39,25487.35,3.59,1.77,1.81,0.26,0.6,POINT (-73.44604 44.98616)
2015,SUFFOLK,HUNTINGTON,1472600258,POLY-PAK MFG PLANT,3081,33.93,0.63,0.53,0,0.05,0,0.05,0,0,POINT (-73.42913 40.8722)
2015,ORANGE,NEW WINDSOR,3334800197,GLOBAL COMPANIES - SOUTH TERMINAL,5171,0.31,0.01,0,12.96,0,0,0,0,0,POINT (-74.02274 41.47742)
2016,ERIE,ELMA,9144200040,MOOG INC,3492,32.97,2.22,1.66,2282.82,0.83,0.02,0.14,0.08,0.03,POINT (-78.64034 42.84926)
2015,NASSAU,HEMPSTEAD,1282000753,ROCKVILLE CENTRE POWER PLANT,4911,0.73,4.65,2.61,1193.86,0.32,0.13,0.15,0,2.49,POINT (-73.62194 40.7101)
2019,KINGS,BROOKLYN,2610101077,N 1ST STREET PLANT,4911,0.18,2.31,1.02,20001.59,0,0.75,0,0,0.11,POINT (-73.99036 40.69245)
2020,SUFFOLK,SOUTHAMPTON,1473601438,SOUTHAMPTON GT FACILITY,4911,0.01,8.7,0.05,2488.88,0.31,0.14,0.17,0,0.02,POINT (-72.38492 40.88804)
2020,NASSAU,OYSTER BAY,1282400455,GLOBAL COMPANIES - COMMANDER TERMINAL,5171,0.86,0.08,0.02,0.43,0.01,0,0.01,0,0,POINT (-73.53412 40.87239)
2019,KINGS,BROOKLYN,2610400249,NYC-HH - KINGS COUNTY HOSPITAL CENTER,8062,0,0,0,0,0,0,0,0,0,POINT (-73.99036 40.69245)
2020,CAYUGA,AUBURN,7055200002,BUCKEYE PIPE LINE CO LP - AUBURN,4613,21.33,0.01,0,4.84,0,0,0,0,0,POINT (-76.56591 42.92936)
2016,QUEENS,WOODSIDE,2630400404,BIG SIX TOWERS INC,6513,6.06,39.53,43.05,11807.96,14.85,7.06,3.46,0,0.03,POINT (-73.90279 40.74696)
2013,ALBANY,BETHLEHEM,4012200007,SABIC INNOVATIVE PLASTICS US LLC,2821,79.64,75.3,34.4,44099.22,13.49,13.49,3.13,0,0.49,POINT (-73.83926 42.61989)
2013,BRONX,BRONX (6005),2600500011,NYC-HH - JACOBI MEDICAL CTR,8062,1.13,14.44,11.62,16686,1.05,1.05,1.04,0,0.61,POINT (-73.92309 40.826)
2015,SUFFOLK,BABYLON,1472001147,WALNUT PACKAGING PROPERTY,2759,15.29,0.2,0.17,244.64,0.02,0.02,0,0,0,POINT (-73.32601 40.69573)
2012,KINGS,BROOKLYN (6103),2610300760,MAIMONIDES MEDICAL CENTER,8062,0.46,7.04,2.24,5867.33,0.45,0.43,0.4,0,0.39,POINT (-73.99036 40.69245)
2021,MONROE,BERGEN,8264800014,MILL SEAT LANDFILL,4953,6.51,104.15,204.69,108321.26,8,0.03,7.93,6.06,6.41,POINT (-77.94359 43.08145)
